Price,Gross_Square_Meter,Number_of_rooms,Building_Age,Heating_Type,District
1722000.00,100,1,0_5,Central,Beykoz
1030000.00,65,1,0_5,Non Central,Sisli
1020000.00,65,1,0_5,Non Central,Kadikoy
1000000.00,80,1,0_5,Central,Sisli
985000.00,71,1,0_5,Central,Beyoglu
975000.00,70,1,0_5,Central,Beyoglu
950000.00,123,1,0_5,Non Central,Cekmekoy
950000.00,85,1,0_5,Central,Kadikoy
950000.00,61,1,0_5,Central,Bakirkoy
925000.00,75,1,0_5,Central,Beyoglu
899000.00,58,1,0_5,Central,Besiktas
850000.00,80,1,0_5,Central,Beyoglu
850000.00,80,1,0_5,Central,Beyoglu
850000.00,59,1,0_5,Central,Besiktas
850000.00,59,1,0_5,Central,Besiktas
850000.00,59,1,0_5,Non Central,Besiktas
845000.00,103,1,0_5,Central,Bakirkoy
830000.00,70,1,0_5,Non Central,Eyupsultan
825000.00,71,1,0_5,Non Central,Kadikoy
800000.00,116,1,0_5,Central,Bagcilar
800000.00,75,1,0_5,Non Central,Beyoglu
795000.00,61,1,0_5,Central,Bakirkoy
770000.00,97,1,0_5,Central,Bakirkoy
750000.00,90,1,0_5,Central,Basaksehir
750000.00,85,1,0_5,Non Central,Beyoglu
750000.00,80,1,0_5,Non Central,Sisli
750000.00,74,1,0_5,Central,Beyoglu
749000.00,75,1,0_5,Non Central,Beyoglu
745000.00,50,1,0_5,Central,Gungoren
700000.00,90,1,0_5,Central,Basaksehir
700000.00,65,1,0_5,Central,Beyoglu
700000.00,64,1,0_5,Central,Kagithane
700000.00,60,1,0_5,Central,Eyupsultan
700000.00,60,1,0_5,Non Central,Kagithane
685900.00,75,1,0_5,Central,Kucukcekmece
685000.00,60,1,0_5,Central,Kadikoy
680000.00,90,1,0_5,Central,Bagcilar
680000.00,90,1,0_5,Central,Basaksehir
666000.00,75,1,0_5,Central,Kartal
650000.00,75,1,0_5,Non Central,Beyoglu
650000.00,65,1,0_5,Non Central,Besiktas
640000.00,95,1,0_5,Central,Gaziosmanpasa
630000.00,83,1,0_5,Central,Basaksehir
630000.00,75,1,0_5,Non Central,Eyupsultan
630000.00,71,1,0_5,Central,Zeytinburnu
630000.00,70,1,0_5,Central,Kadikoy
630000.00,66,1,0_5,Non Central,Sisli
627000.00,115,1,0_5,Central,Kartal
620000.00,89,1,0_5,Central,Kucukcekmece
620000.00,83,1,0_5,Central,Basaksehir
620000.00,71,1,0_5,Central,Zeytinburnu
610000.00,68,1,0_5,Central,Eyupsultan
610000.00,56,1,0_5,Non Central,Sisli
610000.00,54,1,0_5,Central,Bakirkoy
600000.00,50,1,0_5,Central,Kartal
600000.00,50,1,0_5,Central,Kartal
595000.00,65,1,0_5,Non Central,Besiktas
595000.00,50,1,0_5,Non Central,Besiktas
575000.00,58,1,0_5,Central,Eyupsultan
565000.00,85,1,0_5,Non Central,Kadikoy
565000.00,65,1,0_5,Central,Eyupsultan
565000.00,65,1,0_5,Central,Kadikoy
560000.00,103,1,0_5,Central,Kucukcekmece
550000.00,90,1,0_5,Central,Kucukcekmece
550000.00,85,1,0_5,Non Central,Eyupsultan
550000.00,80,1,0_5,Non Central,Eyupsultan
550000.00,79,1,0_5,Central,Gaziosmanpasa
550000.00,68,1,0_5,Central,Esenyurt
550000.00,60,1,0_5,Non Central,Besiktas
550000.00,60,1,0_5,Non Central,Kagithane
549000.00,91,1,0_5,Central,Kartal
549000.00,91,1,0_5,Central,Kartal
549000.00,65,1,0_5,Non Central,Beyoglu
543000.00,73,1,0_5,Central,Avcilar
540000.00,80,1,0_5,Non Central,Kadikoy
530000.00,90,1,0_5,Central,Kucukcekmece
530000.00,77,1,0_5,Central,Bagcilar
530000.00,75,1,0_5,Non Central,Bahcelievler
525000.00,61,1,0_5,Central,Kadikoy
525000.00,61,1,0_5,Central,Kadikoy
520000.00,165,1,0_5,Non Central,Bayrampasa
520000.00,74,1,0_5,Central,Kucukcekmece
520000.00,47,1,0_5,Central,Bahcelievler
510000.00,75,1,0_5,Central,Avcilar
510000.00,55,1,0_5,Central,Bakirkoy
505000.00,67,1,0_5,Central,Bahcelievler
500000.00,84,1,0_5,Central,Kucukcekmece
500000.00,65,1,0_5,Non Central,Kadikoy
500000.00,60,1,0_5,Central,Zeytinburnu
500000.00,55,1,0_5,Central,Bakirkoy
495000.00,155,1,0_5,Central,Kartal
495000.00,47,1,0_5,Central,Bahcelievler
490000.00,83,1,0_5,Central,Esenyurt
490000.00,77,1,0_5,Non Central,Atasehir
490000.00,75,1,0_5,Central,Kadikoy
490000.00,43,1,0_5,Non Central,Kadikoy
485000.00,79,1,0_5,Central,Kucukcekmece
480000.00,85,1,0_5,Central,Bagcilar
480000.00,75,1,0_5,Non Central,Bahcelievler
480000.00,65,1,0_5,Central,Atasehir
475000.00,60,1,0_5,Non Central,Kadikoy
475000.00,55,1,0_5,Central,Kadikoy
475000.00,55,1,0_5,Central,Kadikoy
470000.00,77,1,0_5,Central,Bagcilar
465000.00,82,1,0_5,Central,Kucukcekmece
465000.00,68,1,0_5,Non Central,Kadikoy
465000.00,60,1,0_5,Non Central,Kadikoy
460000.00,75,1,0_5,Central,Uskudar
460000.00,70,1,0_5,Central,Kagithane
460000.00,70,1,0_5,Central,Kagithane
460000.00,70,1,0_5,Central,Kagithane
458000.00,81,1,0_5,Central,Kadikoy
455000.00,55,1,0_5,Non Central,Kagithane
450000.00,120,1,0_5,Non Central,Kagithane
450000.00,84,1,0_5,Central,Bagcilar
450000.00,84,1,0_5,Central,Kucukcekmece
450000.00,84,1,0_5,Central,Kucukcekmece
450000.00,75,1,0_5,Non Central,Bahcelievler
450000.00,75,1,0_5,Central,Kartal
450000.00,74,1,0_5,Central,Kucukcekmece
450000.00,74,1,0_5,Central,Kucukcekmece
450000.00,74,1,0_5,Central,Kucukcekmece
450000.00,74,1,0_5,Central,Kucukcekmece
450000.00,74,1,0_5,Central,Kucukcekmece
450000.00,70,1,0_5,Central,Besiktas
450000.00,60,1,0_5,Central,Zeytinburnu
450000.00,55,1,0_5,Central,Atasehir
446000.00,71,1,0_5,Central,Pendik
445000.00,62,1,0_5,Central,Kartal
443000.00,82,1,0_5,Non Central,Kartal
443000.00,82,1,0_5,Central,Kartal
443000.00,82,1,0_5,Central,Kartal
443000.00,82,1,0_5,Non Central,Kartal
440000.00,120,1,0_5,Central,Bagcilar
440000.00,100,1,0_5,Central,Kucukcekmece
440000.00,83,1,0_5,Central,Bagcilar
440000.00,74,1,0_5,Central,Kucukcekmece
440000.00,50,1,0_5,Central,Eyupsultan
439000.00,56,1,0_5,Central,Atasehir
435000.00,83,1,0_5,Central,Bahcelievler
430000.00,101,1,0_5,Central,Kucukcekmece
430000.00,75,1,0_5,Non Central,Beykoz
430000.00,64,1,0_5,Central,Basaksehir
425000.00,146,1,0_5,Central,Basaksehir
425000.00,114,1,0_5,Central,Sancaktepe
425000.00,88,1,0_5,Non Central,Sisli
425000.00,85,1,0_5,Central,Kucukcekmece
425000.00,85,1,0_5,Central,Kucukcekmece
425000.00,75,1,0_5,Non Central,Bakirkoy
425000.00,80,1,0_5,Central,Pendik
425000.00,74,1,0_5,Central,Kucukcekmece
425000.00,62,1,0_5,Central,Esenler
425000.00,62,1,0_5,Central,Eyupsultan
425000.00,60,1,0_5,Central,Bakirkoy
425000.00,48,1,0_5,Central,Zeytinburnu
424999.00,140,1,0_5,Central,Basaksehir
420000.00,83,1,0_5,Central,Bagcilar
420000.00,80,1,0_5,Central,Kucukcekmece
420000.00,74,1,0_5,Central,Kucukcekmece
420000.00,71,1,0_5,Non Central,Sisli
420000.00,69,1,0_5,Central,Esenler
420000.00,60,1,0_5,Central,Eyupsultan
417000.00,55,1,0_5,Non Central,Kadikoy
415000.00,78,1,0_5,Central,Bagcilar
415000.00,70,1,0_5,Central,Basaksehir
413000.00,74,1,0_5,Central,Kucukcekmece
410000.00,144,1,0_5,Central,Cekmekoy
410000.00,75,1,0_5,Central,Bagcilar
410000.00,74,1,0_5,Central,Kucukcekmece
410000.00,70,1,0_5,Central,Zeytinburnu
410000.00,66,1,0_5,Central,Basaksehir
410000.00,60,1,0_5,Central,Esenyurt
400000.00,86,1,0_5,Non Central,Esenyurt
400000.00,75,1,0_5,Non Central,Kagithane
400000.00,70,1,0_5,Non Central,Beykoz
400000.00,70,1,0_5,Non Central,Beyoglu
400000.00,68,1,0_5,Central,Beylikduzu
400000.00,63,1,0_5,Central,Esenler
400000.00,53,1,0_5,Central,Basaksehir
400000.00,43,1,0_5,Central,Bagcilar
399000.00,80,1,0_5,Non Central,Bahcelievler
399000.00,80,1,0_5,Non Central,Bahcelievler
399000.00,80,1,0_5,Non Central,Bahcelievler
399000.00,70,1,0_5,Central,Kucukcekmece
399000.00,68,1,0_5,Non Central,Bahcelievler
399000.00,65,1,0_5,Non Central,Bahcelievler
397000.00,68,1,0_5,Central,Pendik
395000.00,89,1,0_5,Central,Bagcilar
395000.00,77,1,0_5,Central,Bagcilar
395000.00,48,1,0_5,Central,Zeytinburnu
390000.00,81,1,0_5,Central,Bagcilar
390000.00,75,1,0_5,Non Central,Kartal
390000.00,72,1,0_5,Central,Kartal
390000.00,50,1,0_5,Non Central,Kartal
390000.00,50,1,0_5,Non Central,Kartal
390000.00,49,1,0_5,Central,Zeytinburnu
390000.00,46,1,0_5,Central,Bakirkoy
389999.00,84,1,0_5,Central,Basaksehir
387000.00,63,1,0_5,Central,Sisli
385000.00,87,1,0_5,Central,Bagcilar
385000.00,87,1,0_5,Central,Bagcilar
385000.00,87,1,0_5,Central,Bagcilar
385000.00,87,1,0_5,Central,Bagcilar
385000.00,81,1,0_5,Central,Kadikoy
385000.00,76,1,0_5,Central,Bagcilar
385000.00,66,1,0_5,Non Central,Sultangazi
385000.00,65,1,0_5,Non Central,Bahcelievler
385000.00,60,1,0_5,Central,Bagcilar
383000.00,81,1,0_5,Central,Kadikoy
380000.00,90,1,0_5,Central,Esenyurt
380000.00,75,1,0_5,Non Central,Kadikoy
380000.00,70,1,0_5,Central,Sancaktepe
380000.00,66,1,0_5,Central,Kartal
380000.00,66,1,0_5,Central,Kartal
380000.00,65,1,0_5,Non Central,Bayrampasa
380000.00,65,1,0_5,Non Central,Kadikoy
380000.00,65,1,0_5,Non Central,Kagithane
375000.00,86,1,0_5,Central,Bagcilar
375000.00,70,1,0_5,Non Central,Kadikoy
375000.00,66,1,0_5,Non Central,Bayrampasa
375000.00,65,1,0_5,Central,Kartal
375000.00,60,1,0_5,Central,Basaksehir
375000.00,50,1,0_5,Central,Sisli
373100.00,69,1,0_5,Central,Esenyurt
370000.00,86,1,0_5,Central,Bagcilar
370000.00,86,1,0_5,Central,Pendik
370000.00,85,1,0_5,Central,Kartal
370000.00,77,1,0_5,Central,Bagcilar
370000.00,69,1,0_5,Central,Basaksehir
370000.00,64,1,0_5,Central,Basaksehir
370000.00,62,1,0_5,Central,Kucukcekmece
370000.00,62,1,0_5,Central,Kucukcekmece
370000.00,60,1,0_5,Non Central,Kagithane
370000.00,60,1,0_5,Non Central,Maltepe
365000.00,82,1,0_5,Central,Basaksehir
365000.00,70,1,0_5,Non Central,Kagithane
365000.00,65,1,0_5,Central,Kagithane
365000.00,65,1,0_5,Non Central,Kagithane
365000.00,62,1,0_5,Central,Kucukcekmece
365000.00,60,1,0_5,Non Central,Kagithane
365000.00,60,1,0_5,Non Central,Kartal
365000.00,60,1,0_5,Non Central,Kartal
365000.00,51,1,0_5,Central,Zeytinburnu
361000.00,29,1,0_5,Central,Adalar
360000.00,106,1,0_5,Central,Sancaktepe
360000.00,97,1,0_5,Central,Kucukcekmece
360000.00,97,1,0_5,Central,Sancaktepe
360000.00,97,1,0_5,Central,Sancaktepe
360000.00,85,1,0_5,Non Central,Bakirkoy
360000.00,75,1,0_5,Central,Esenyurt
360000.00,67,1,0_5,Central,Basaksehir
360000.00,64,1,0_5,Central,Basaksehir
360000.00,62,1,0_5,Central,Kartal
360000.00,62,1,0_5,Central,Kucukcekmece
360000.00,62,1,0_5,Central,Zeytinburnu
360000.00,60,1,0_5,Non Central,Bakirkoy
360000.00,60,1,0_5,Central,Basaksehir
360000.00,60,1,0_5,Central,Basaksehir
360000.00,60,1,0_5,Non Central,Kagithane
360000.00,60,1,0_5,Non Central,Kagithane
360000.00,55,1,0_5,Non Central,Eyupsultan
360000.00,53,1,0_5,Central,Basaksehir
355000.00,105,1,0_5,Non Central,Sultangazi
355000.00,90,1,0_5,Central,Basaksehir
355000.00,90,1,0_5,Central,Basaksehir
355000.00,55,1,0_5,Non Central,Uskudar
355000.00,75,1,0_5,Central,Kucukcekmece
355000.00,68,1,0_5,Central,Basaksehir
355000.00,66,1,0_5,Central,Basaksehir
350000.00,100,1,0_5,Non Central,Esenler
350000.00,85,1,0_5,Central,Gaziosmanpasa
350000.00,85,1,0_5,Non Central,Kagithane
350000.00,85,1,0_5,Non Central,Kagithane
350000.00,80,1,0_5,Non Central,Uskudar
350000.00,80,1,0_5,Non Central,Uskudar
350000.00,80,1,0_5,Non Central,Bakirkoy
350000.00,80,1,0_5,Central,Maltepe
350000.00,78,1,0_5,Central,Kartal
350000.00,75,1,0_5,Central,Basaksehir
350000.00,75,1,0_5,Central,Kucukcekmece
350000.00,70,1,0_5,Central,Atasehir
350000.00,70,1,0_5,Non Central,Bahcelievler
350000.00,70,1,0_5,Central,Basaksehir
350000.00,70,1,0_5,Non Central,Kagithane
350000.00,70,1,0_5,Non Central,Maltepe
350000.00,70,1,0_5,Non Central,Sisli
350000.00,64,1,0_5,Central,Basaksehir
350000.00,62,1,0_5,Central,Bahcelievler
350000.00,62,1,0_5,Central,Basaksehir
350000.00,60,1,0_5,Non Central,Basaksehir
350000.00,60,1,0_5,Non Central,Maltepe
350000.00,55,1,0_5,Non Central,Maltepe
350000.00,53,1,0_5,Central,Kucukcekmece
350000.00,45,1,0_5,Non Central,Maltepe
350000.00,45,1,0_5,Non Central,Maltepe
349990.00,71,1,0_5,Central,Kadikoy
349000.00,60,1,0_5,Central,Kucukcekmece
349000.00,60,1,0_5,Central,Kucukcekmece
340000.00,80,1,0_5,Non Central,Beylikduzu
340000.00,79,1,0_5,Central,Kagithane
340000.00,75,1,0_5,Central,Gaziosmanpasa
340000.00,72,1,0_5,Central,Basaksehir
340000.00,70,1,0_5,Non Central,Maltepe
340000.00,68,1,0_5,Non Central,Kartal
340000.00,65,1,0_5,Non Central,Eyupsultan
340000.00,65,1,0_5,Non Central,Eyupsultan
340000.00,65,1,0_5,Central,Kagithane
340000.00,50,1,0_5,Non Central,Maltepe
339000.00,70,1,0_5,Non Central,Maltepe
335000.00,76,1,0_5,Central,Basaksehir
335000.00,69,1,0_5,Central,Kucukcekmece
335000.00,65,1,0_5,Non Central,Kagithane
335000.00,50,1,0_5,Central,Kartal
333000.00,73,1,0_5,Central,Kucukcekmece
330000.00,90,1,0_5,Non Central,Beylikduzu
330000.00,86,1,0_5,Central,Esenyurt
330000.00,85,1,0_5,Central,Sancaktepe
330000.00,77,1,0_5,Central,Cekmekoy
330000.00,75,1,0_5,Central,Esenyurt
330000.00,70,1,0_5,Non Central,Esenyurt
330000.00,69,1,0_5,Central,Kucukcekmece
330000.00,65,1,0_5,Non Central,Kagithane
330000.00,50,1,0_5,Central,Maltepe
330000.00,44,1,0_5,Central,Kagithane
330000.00,40,1,0_5,Non Central,Besiktas
329112.00,77,1,0_5,Central,Pendik
329000.00,52,1,0_5,Central,Pendik
329000.00,52,1,0_5,Central,Pendik
325000.00,70,1,0_5,Non Central,Kadikoy
325000.00,68,1,0_5,Central,Pendik
325000.00,65,1,0_5,Non Central,Besiktas
325000.00,65,1,0_5,Non Central,Kagithane
325000.00,65,1,0_5,Non Central,Maltepe
325000.00,65,1,0_5,Central,Maltepe
325000.00,60,1,0_5,Non Central,Maltepe
325000.00,56,1,0_5,Central,Bagcilar
324000.00,75,1,0_5,Central,Kucukcekmece
322632.00,76,1,0_5,Central,Pendik
322000.00,70,1,0_5,Central,Beylikduzu
321000.00,72,1,0_5,Central,Pendik
320000.00,77,1,0_5,Central,Esenyurt
320000.00,70,1,0_5,Non Central,Bahcelievler
320000.00,60,1,0_5,Non Central,Maltepe
320000.00,60,1,0_5,Central,Maltepe
320000.00,60,1,0_5,Central,Maltepe
320000.00,60,1,0_5,Central,Maltepe
320000.00,57,1,0_5,Central,Bagcilar
320000.00,55,1,0_5,Non Central,Kagithane
320000.00,45,1,0_5,Central,Maltepe
320000.00,40,1,0_5,Central,Kartal
320000.00,40,1,0_5,Central,Kartal
319000.00,79,1,0_5,Central,Kagithane
319000.00,62,1,0_5,Central,Kartal
315000.00,80,1,0_5,Non Central,Esenler
315000.00,58,1,0_5,Central,Basaksehir
315000.00,55,1,0_5,Non Central,Maltepe
315000.00,50,1,0_5,Non Central,Maltepe
310000.00,122,1,0_5,Central,Sancaktepe
310000.00,85,1,0_5,Non Central,Esenler
310000.00,74,1,0_5,Central,Basaksehir
310000.00,74,1,0_5,Central,Basaksehir
310000.00,73,1,0_5,Central,Esenyurt
310000.00,70,1,0_5,Non Central,Esenler
310000.00,70,1,0_5,Non Central,Esenler
310000.00,70,1,0_5,Non Central,Kagithane
310000.00,70,1,0_5,Central,Kucukcekmece
310000.00,70,1,0_5,Non Central,Maltepe
310000.00,70,1,0_5,Non Central,Maltepe
310000.00,70,1,0_5,Central,Pendik
310000.00,65,1,0_5,Central,Esenyurt
310000.00,65,1,0_5,Non Central,Eyupsultan
310000.00,65,1,0_5,Central,Kartal
310000.00,58,1,0_5,Central,Basaksehir
310000.00,55,1,0_5,Non Central,Eyupsultan
310000.00,44,1,0_5,Central,Bagcilar
309000.00,71,1,0_5,Central,Basaksehir
305000.00,80,1,0_5,Non Central,Maltepe
305000.00,65,1,0_5,Central,Atasehir
305000.00,65,1,0_5,Central,Atasehir
305000.00,65,1,0_5,Non Central,Kagithane
300000.00,85,1,0_5,Central,Esenyurt
300000.00,80,1,0_5,Non Central,Kagithane
300000.00,80,1,0_5,Non Central,Pendik
300000.00,65,1,0_5,Central,Uskudar
300000.00,65,1,0_5,Central,Uskudar
300000.00,75,1,0_5,Non Central,Esenler
300000.00,69,1,0_5,Central,Basaksehir
300000.00,69,1,0_5,Central,Maltepe
300000.00,67,1,0_5,Central,Pendik
300000.00,66,1,0_5,Central,Esenyurt
300000.00,65,1,0_5,Non Central,Eyupsultan
300000.00,60,1,0_5,Central,Cekmekoy
300000.00,60,1,0_5,Central,Kadikoy
300000.00,60,1,0_5,Central,Kadikoy
300000.00,60,1,0_5,Central,Kadikoy
300000.00,60,1,0_5,Non Central,Kartal
300000.00,60,1,0_5,Central,Kucukcekmece
300000.00,60,1,0_5,Non Central,Sile
299500.00,68,1,0_5,Central,Pendik
299000.00,100,1,0_5,Central,Esenyurt
299000.00,80,1,0_5,Non Central,Kagithane
299000.00,65,1,0_5,Central,Maltepe
299000.00,60,1,0_5,Non Central,Atasehir
299000.00,40,1,0_5,Central,Kucukcekmece
298000.00,70,1,0_5,Non Central,Maltepe
295000.00,90,1,0_5,Central,Esenyurt
295000.00,90,1,0_5,Central,Esenyurt
295000.00,90,1,0_5,Non Central,Kucukcekmece
295000.00,80,1,0_5,Central,Kagithane
295000.00,80,1,0_5,Central,Kagithane
295000.00,80,1,0_5,Central,Kagithane
295000.00,75,1,0_5,Central,Bagcilar
295000.00,72,1,0_5,Central,Pendik
295000.00,70,1,0_5,Non Central,Eyupsultan
295000.00,65,1,0_5,Non Central,Bayrampasa
295000.00,65,1,0_5,Non Central,Kagithane
295000.00,61,1,0_5,Central,Sancaktepe
295000.00,60,1,0_5,Non Central,Kagithane
295000.00,43,1,0_5,Central,Atasehir
290000.00,80,1,0_5,Central,Kartal
290000.00,80,1,0_5,Non Central,Maltepe
290000.00,65,1,0_5,Central,Uskudar
290000.00,65,1,0_5,Central,Uskudar
290000.00,60,1,0_5,Non Central,Uskudar
290000.00,60,1,0_5,Non Central,Uskudar
290000.00,79,1,0_5,Central,Pendik
290000.00,78,1,0_5,Central,Cekmekoy
290000.00,70,1,0_5,Non Central,Kagithane
290000.00,65,1,0_5,Central,Kartal
290000.00,60,1,0_5,Central,Gaziosmanpasa
290000.00,60,1,0_5,Non Central,Kagithane
290000.00,60,1,0_5,Central,Kucukcekmece
290000.00,55,1,0_5,Central,Kagithane
288792.00,68,1,0_5,Central,Pendik
288000.00,84,1,0_5,Non Central,Esenyurt
286000.00,96,1,0_5,Central,Esenyurt
285192.00,67,1,0_5,Central,Pendik
285192.00,67,1,0_5,Central,Pendik
285000.00,79,1,0_5,Non Central,Sancaktepe
285000.00,76,1,0_5,Central,Sancaktepe
285000.00,70,1,0_5,Non Central,Bahcelievler
285000.00,70,1,0_5,Non Central,Eyupsultan
285000.00,66,1,0_5,Non Central,Atasehir
285000.00,60,1,0_5,Non Central,Atasehir
285000.00,60,1,0_5,Non Central,Eyupsultan
285000.00,55,1,0_5,Non Central,Atasehir
285000.00,52,1,0_5,Central,Sultanbeyli
285000.00,50,1,0_5,Central,Esenler
285000.00,45,1,0_5,Central,Kartal
285000.00,45,1,0_5,Central,Kucukcekmece
280000.00,90,1,0_5,Central,Esenyurt
280000.00,80,1,0_5,Non Central,Kucukcekmece
280000.00,76,1,0_5,Central,Esenyurt
280000.00,76,1,0_5,Central,Esenyurt
280000.00,75,1,0_5,Central,Kagithane
280000.00,75,1,0_5,Non Central,Pendik
280000.00,75,1,0_5,Non Central,Zeytinburnu
280000.00,66,1,0_5,Central,Esenyurt
280000.00,65,1,0_5,Non Central,Kagithane
280000.00,61,1,0_5,Central,Maltepe
280000.00,60,1,0_5,Non Central,Esenyurt
280000.00,55,1,0_5,Non Central,Eyupsultan
280000.00,55,1,0_5,Non Central,Kagithane
279999.00,68,1,0_5,Central,Basaksehir
279000.00,75,1,0_5,Non Central,Atasehir
278000.00,76,1,0_5,Central,Esenyurt
277000.00,99,1,0_5,Central,Beylikduzu
277000.00,60,1,0_5,Non Central,Maltepe
277000.00,54,1,0_5,Central,Kucukcekmece
275000.00,80,1,0_5,Non Central,Atasehir
275000.00,80,1,0_5,Non Central,Buyukcekmece
275000.00,80,1,0_5,Non Central,Buyukcekmece
275000.00,80,1,0_5,Non Central,Esenyurt
275000.00,77,1,0_5,Central,Pendik
275000.00,77,1,0_5,Central,Pendik
275000.00,75,1,0_5,Central,Bahcelievler
275000.00,75,1,0_5,Central,Kagithane
275000.00,73,1,0_5,Central,Esenler
275000.00,70,1,0_5,Non Central,Esenyurt
275000.00,70,1,0_5,Central,Esenyurt
275000.00,70,1,0_5,Non Central,Eyupsultan
275000.00,70,1,0_5,Non Central,Sisli
275000.00,62,1,0_5,Central,Maltepe
275000.00,60,1,0_5,Non Central,Atasehir
275000.00,60,1,0_5,Central,Kucukcekmece
275000.00,60,1,0_5,Non Central,Maltepe
275000.00,58,1,0_5,Central,Cekmekoy
275000.00,55,1,0_5,Non Central,Pendik
273000.00,80,1,0_5,Non Central,Bagcilar
272000.00,84,1,0_5,Central,Tuzla
270000.00,100,1,0_5,Non Central,Esenyurt
270000.00,90,1,0_5,Central,Buyukcekmece
270000.00,90,1,0_5,Central,Esenyurt
270000.00,80,1,0_5,Central,Esenyurt
270000.00,79,1,0_5,Central,Pendik
270000.00,78,1,0_5,Central,Esenyurt
270000.00,75,1,0_5,Non Central,Eyupsultan
270000.00,70,1,0_5,Non Central,Atasehir
270000.00,70,1,0_5,Central,Basaksehir
270000.00,65,1,0_5,Non Central,Atasehir
270000.00,65,1,0_5,Non Central,Bayrampasa
270000.00,60,1,0_5,Non Central,Kartal
270000.00,60,1,0_5,Non Central,Kartal
270000.00,60,1,0_5,Non Central,Kartal
270000.00,60,1,0_5,Non Central,Kartal
270000.00,58,1,0_5,Central,Kucukcekmece
270000.00,53,1,0_5,Central,Kucukcekmece
270000.00,53,1,0_5,Central,Kucukcekmece
269000.00,83,1,0_5,Central,Maltepe
269000.00,80,1,0_5,Central,Maltepe
269000.00,72,1,0_5,Non Central,Esenyurt
269000.00,70,1,0_5,Non Central,Atasehir
265000.00,95,1,0_5,Non Central,Esenyurt
265000.00,90,1,0_5,Central,Esenyurt
265000.00,90,1,0_5,Central,Esenyurt
265000.00,90,1,0_5,Central,Esenyurt
265000.00,85,1,0_5,Non Central,Eyupsultan
265000.00,80,1,0_5,Central,Esenyurt
265000.00,80,1,0_5,Central,Esenyurt
265000.00,71,1,0_5,Central,Basaksehir
265000.00,70,1,0_5,Central,Bayrampasa
265000.00,70,1,0_5,Central,Esenyurt
265000.00,70,1,0_5,Non Central,Kartal
265000.00,66,1,0_5,Central,Esenyurt
265000.00,65,1,0_5,Non Central,Atasehir
265000.00,65,1,0_5,Non Central,Kagithane
265000.00,61,1,0_5,Central,Kucukcekmece
265000.00,60,1,0_5,Non Central,Eyupsultan
265000.00,59,1,0_5,Central,Gaziosmanpasa
265000.00,58,1,0_5,Central,Kucukcekmece
265000.00,55,1,0_5,Central,Kucukcekmece
264999.00,72,1,0_5,Non Central,Avcilar
260000.00,110,1,0_5,Non Central,Beylikduzu
260000.00,90,1,0_5,Central,Esenyurt
260000.00,90,1,0_5,Central,Esenyurt
260000.00,80,1,0_5,Non Central,Beylikduzu
260000.00,75,1,0_5,Non Central,Atasehir
260000.00,75,1,0_5,Central,Sancaktepe
260000.00,75,1,0_5,Central,Sancaktepe
260000.00,70,1,0_5,Non Central,Kagithane
260000.00,70,1,0_5,Non Central,Kagithane
260000.00,70,1,0_5,Central,Maltepe
260000.00,69,1,0_5,Central,Tuzla
260000.00,67,1,0_5,Non Central,Maltepe
260000.00,65,1,0_5,Non Central,Atasehir
260000.00,65,1,0_5,Non Central,Atasehir
260000.00,65,1,0_5,Non Central,Kucukcekmece
260000.00,64,1,0_5,Central,Basaksehir
260000.00,64,1,0_5,Central,Pendik
260000.00,61,1,0_5,Central,Pendik
260000.00,61,1,0_5,Central,Pendik
260000.00,60,1,0_5,Non Central,Kagithane
260000.00,57,1,0_5,Central,Basaksehir
260000.00,55,1,0_5,Central,Maltepe
260000.00,50,1,0_5,Non Central,Kagithane
260000.00,50,1,0_5,Non Central,Sisli
260000.00,45,1,0_5,Central,Maltepe
260000.00,40,1,0_5,Central,Bahcelievler
260000.00,40,1,0_5,Central,Kucukcekmece
260000.00,40,1,0_5,Central,Kucukcekmece
259000.00,75,1,0_5,Non Central,Kucukcekmece
259000.00,65,1,0_5,Non Central,Atasehir
259000.00,65,1,0_5,Non Central,Atasehir
259000.00,65,1,0_5,Central,Maltepe
259000.00,40,1,0_5,Central,Kagithane
258000.00,68,1,0_5,Central,Tuzla
257000.00,55,1,0_5,Non Central,Atasehir
255555.00,57,1,0_5,Non Central,Atasehir
255000.00,95,1,0_5,Central,Esenyurt
255000.00,90,1,0_5,Central,Esenyurt
255000.00,90,1,0_5,Central,Esenyurt
255000.00,75,1,0_5,Non Central,Atasehir
255000.00,75,1,0_5,Non Central,Kucukcekmece
255000.00,75,1,0_5,Non Central,Kucukcekmece
255000.00,75,1,0_5,Non Central,Kucukcekmece
255000.00,65,1,0_5,Non Central,Uskudar
255000.00,72,1,0_5,Central,Basaksehir
255000.00,70,1,0_5,Non Central,Atasehir
255000.00,70,1,0_5,Non Central,Cekmekoy
255000.00,70,1,0_5,Central,Esenyurt
255000.00,70,1,0_5,Non Central,Kagithane
255000.00,70,1,0_5,Non Central,Kagithane
255000.00,70,1,0_5,Non Central,Kagithane
255000.00,65,1,0_5,Non Central,Atasehir
255000.00,65,1,0_5,Non Central,Kadikoy
255000.00,65,1,0_5,Non Central,Kagithane
255000.00,65,1,0_5,Central,Pendik
255000.00,60,1,0_5,Non Central,Kartal
255000.00,58,1,0_5,Central,Kucukcekmece
255000.00,56,1,0_5,Central,Maltepe
