Price,Gross_Square_Meter,Number_of_rooms,Building_Age,Heating_Type,District
570000.00,190,4,0_5,Non Central,Kartal
570000.00,175,4,0_5,Non Central,Bahcelievler
570000.00,170,4,0_5,Non Central,Avcilar
570000.00,170,4,0_5,Non Central,Bahcelievler
570000.00,170,4,0_5,Non Central,Bahcelievler
570000.00,170,4,0_5,Non Central,Beyoglu
570000.00,170,4,0_5,Non Central,Kucukcekmece
570000.00,165,4,0_5,Non Central,Bahcelievler
570000.00,125,4,0_5,Non Central,Beykoz
570000.00,125,4,0_5,Non Central,Beykoz
570000.00,160,4,0_5,Non Central,Uskudar
570000.00,160,4,0_5,Non Central,Uskudar
569000.00,185,4,0_5,Non Central,Bahcelievler
565000.00,192,4,0_5,Central,Avcilar
565000.00,180,4,0_5,Non Central,Bahcelievler
565000.00,170,4,0_5,Non Central,Sultangazi
565000.00,168,4,0_5,Central,Basaksehir
565000.00,150,4,0_5,Non Central,Eyupsultan
565000.00,140,4,0_5,Central,Zeytinburnu
560000.00,190,4,0_5,Non Central,Kucukcekmece
560000.00,180,4,0_5,Non Central,Bahcelievler
560000.00,180,4,0_5,Non Central,Kartal
560000.00,170,4,0_5,Non Central,Kucukcekmece
560000.00,165,4,0_5,Non Central,Bagcilar
555000.00,185,4,0_5,Non Central,Pendik
550000.00,220,4,0_5,Non Central,Pendik
550000.00,200,4,0_5,Non Central,Avcilar
550000.00,200,4,0_5,Non Central,Bahcelievler
550000.00,200,4,0_5,Non Central,Sultangazi
550000.00,190,4,0_5,Non Central,Bahcelievler
550000.00,190,4,0_5,Non Central,Bayrampasa
550000.00,180,4,0_5,Non Central,Cekmekoy
550000.00,180,4,0_5,Non Central,Eyupsultan
550000.00,180,4,0_5,Non Central,Kartal
550000.00,180,4,0_5,Non Central,Kucukcekmece
550000.00,175,4,0_5,Non Central,Bahcelievler
550000.00,175,4,0_5,Non Central,Gaziosmanpasa
550000.00,175,4,0_5,Non Central,Kucukcekmece
550000.00,170,4,0_5,Non Central,Gaziosmanpasa
550000.00,170,4,0_5,Non Central,Kagithane
550000.00,168,4,0_5,Central,Avcilar
550000.00,165,4,0_5,Non Central,Bahcelievler
550000.00,165,4,0_5,Non Central,Bahcelievler
550000.00,160,4,0_5,Non Central,Bagcilar
550000.00,160,4,0_5,Non Central,Bahcelievler
550000.00,160,4,0_5,Non Central,Eyupsultan
550000.00,160,4,0_5,Non Central,Zeytinburnu
550000.00,160,4,0_5,Non Central,Zeytinburnu
550000.00,155,4,0_5,Non Central,Gaziosmanpasa
550000.00,150,4,0_5,Non Central,Bahcelievler
550000.00,150,4,0_5,Non Central,Gungoren
550000.00,150,4,0_5,Non Central,Gungoren
550000.00,150,4,0_5,Central,Maltepe
550000.00,150,4,0_5,Central,Maltepe
550000.00,150,4,0_5,Non Central,Maltepe
550000.00,140,4,0_5,Non Central,Eyupsultan
550000.00,140,4,0_5,Non Central,Tuzla
550000.00,138,4,0_5,Non Central,Eyupsultan
549000.00,160,4,0_5,Non Central,Bahcelievler
545000.00,200,4,0_5,Non Central,Kucukcekmece
545000.00,180,4,0_5,Non Central,Avcilar
545000.00,174,4,0_5,Central,Avcilar
545000.00,170,4,0_5,Non Central,Bahcelievler
545000.00,160,4,0_5,Non Central,Bahcelievler
545000.00,145,4,0_5,Non Central,Eyupsultan
540000.00,190,4,0_5,Non Central,Kucukcekmece
540000.00,185,4,0_5,Non Central,Pendik
540000.00,180,4,0_5,Non Central,Atasehir
540000.00,170,4,0_5,Non Central,Bahcelievler
540000.00,160,4,0_5,Non Central,Tuzla
540000.00,160,4,0_5,Non Central,Tuzla
539000.00,211,4,0_5,Central,Pendik
539000.00,180,4,0_5,Non Central,Kucukcekmece
535000.00,250,4,0_5,Non Central,Beylikduzu
535000.00,200,4,0_5,Non Central,Eyupsultan
535000.00,180,4,0_5,Non Central,Kucukcekmece
535000.00,176,4,0_5,Central,Avcilar
535000.00,165,4,0_5,Non Central,Kucukcekmece
535000.00,145,4,0_5,Non Central,Eyupsultan
535000.00,200,4,0_5,Non Central,Uskudar
530000.00,220,4,0_5,Non Central,Kartal
530000.00,220,4,0_5,Non Central,Sultangazi
530000.00,200,4,0_5,Non Central,Bahcelievler
530000.00,200,4,0_5,Non Central,Bayrampasa
530000.00,180,4,0_5,Non Central,Avcilar
530000.00,180,4,0_5,Non Central,Maltepe
530000.00,175,4,0_5,Non Central,Bahcelievler
530000.00,170,4,0_5,Non Central,Bahcelievler
530000.00,170,4,0_5,Non Central,Gaziosmanpasa
530000.00,130,4,0_5,Non Central,Kagithane
529000.00,190,4,0_5,Non Central,Bahcelievler
525000.00,220,4,0_5,Non Central,Bahcelievler
525000.00,220,4,0_5,Non Central,Gaziosmanpasa
525000.00,193,4,0_5,Non Central,Beylikduzu
525000.00,190,4,0_5,Non Central,Sultangazi
525000.00,170,4,0_5,Non Central,Bahcelievler
525000.00,160,4,0_5,Central,Kagithane
525000.00,135,4,0_5,Non Central,Eyupsultan
520000.00,240,4,0_5,Non Central,Kucukcekmece
520000.00,235,4,0_5,Non Central,Beylikduzu
520000.00,225,4,0_5,Non Central,Beylikduzu
520000.00,220,4,0_5,Non Central,Sultangazi
520000.00,200,4,0_5,Non Central,Bagcilar
520000.00,195,4,0_5,Non Central,Kucukcekmece
520000.00,195,4,0_5,Non Central,Kucukcekmece
520000.00,190,4,0_5,Non Central,Sultangazi
520000.00,180,4,0_5,Non Central,Bahcelievler
520000.00,160,4,0_5,Non Central,Bagcilar
520000.00,160,4,0_5,Non Central,Bagcilar
520000.00,160,4,0_5,Non Central,Bahcelievler
520000.00,145,4,0_5,Non Central,Bagcilar
520000.00,145,4,0_5,Non Central,Bagcilar
520000.00,145,4,0_5,Non Central,Bagcilar
519000.00,220,4,0_5,Non Central,Sultangazi
515000.00,210,4,0_5,Non Central,Sultangazi
515000.00,170,4,0_5,Non Central,Kagithane
515000.00,145,4,0_5,Non Central,Bahcelievler
515000.00,145,4,0_5,Non Central,Bahcelievler
510000.00,242,4,0_5,Central,Basaksehir
510000.00,210,4,0_5,Non Central,Sultangazi
510000.00,195,4,0_5,Non Central,Sultangazi
510000.00,180,4,0_5,Non Central,Eyupsultan
510000.00,180,4,0_5,Non Central,Gaziosmanpasa
510000.00,180,4,0_5,Non Central,Maltepe
510000.00,170,4,0_5,Non Central,Eyupsultan
505000.00,150,4,0_5,Non Central,Bahcelievler
500000.00,240,4,0_5,Non Central,Sultangazi
500000.00,213,4,0_5,Central,Basaksehir
500000.00,190,4,0_5,Non Central,Bagcilar
500000.00,180,4,0_5,Non Central,Eyupsultan
500000.00,180,4,0_5,Non Central,Kucukcekmece
500000.00,180,4,0_5,Non Central,Pendik
500000.00,175,4,0_5,Non Central,Bagcilar
500000.00,175,4,0_5,Central,Maltepe
500000.00,170,4,0_5,Non Central,Eyupsultan
500000.00,165,4,0_5,Central,Kagithane
500000.00,140,4,0_5,Non Central,Bahcelievler
500000.00,130,4,0_5,Non Central,Bahcelievler
499999.00,180,4,0_5,Non Central,Sultangazi
499990.00,170,4,0_5,Non Central,Beylikduzu
499000.00,180,4,0_5,Non Central,Kartal
495000.00,180,4,0_5,Central,Pendik
495000.00,175,4,0_5,Non Central,Bahcelievler
495000.00,152,4,0_5,Non Central,Arnavutkoy
490000.00,205,4,0_5,Non Central,Sultangazi
490000.00,205,4,0_5,Non Central,Sultangazi
490000.00,205,4,0_5,Non Central,Sultangazi
490000.00,200,4,0_5,Non Central,Sultangazi
490000.00,190,4,0_5,Non Central,Bagcilar
490000.00,190,4,0_5,Non Central,Eyupsultan
490000.00,185,4,0_5,Non Central,Bahcelievler
490000.00,185,4,0_5,Non Central,Bahcelievler
490000.00,180,4,0_5,Non Central,Gaziosmanpasa
490000.00,150,4,0_5,Non Central,Bayrampasa
490000.00,130,4,0_5,Non Central,Zeytinburnu
488000.00,170,4,0_5,Non Central,Bahcelievler
488000.00,170,4,0_5,Non Central,Bahcelievler
485000.00,220,4,0_5,Non Central,Sultangazi
485000.00,195,4,0_5,Non Central,Arnavutkoy
485000.00,195,4,0_5,Non Central,Sultangazi
485000.00,195,4,0_5,Non Central,Sultangazi
485000.00,185,4,0_5,Central,Arnavutkoy
485000.00,180,4,0_5,Non Central,Sultangazi
485000.00,170,4,0_5,Non Central,Sultangazi
485000.00,165,4,0_5,Non Central,Kagithane
485000.00,165,4,0_5,Non Central,Kartal
480000.00,235,4,0_5,Non Central,Sultangazi
480000.00,200,4,0_5,Non Central,Arnavutkoy
480000.00,200,4,0_5,Central,Kucukcekmece
480000.00,200,4,0_5,Central,Kucukcekmece
480000.00,200,4,0_5,Non Central,Sultangazi
480000.00,200,4,0_5,Non Central,Sultangazi
480000.00,198,4,0_5,Non Central,Basaksehir
480000.00,190,4,0_5,Non Central,Beyoglu
480000.00,180,4,0_5,Non Central,Sultangazi
480000.00,180,4,0_5,Non Central,Sultangazi
480000.00,170,4,0_5,Non Central,Bagcilar
480000.00,160,4,0_5,Non Central,Bahcelievler
480000.00,160,4,0_5,Non Central,Bahcelievler
480000.00,150,4,0_5,Non Central,Bahcelievler
479000.00,180,4,0_5,Non Central,Kartal
479000.00,160,4,0_5,Non Central,Kucukcekmece
475000.00,205,4,0_5,Non Central,Sultangazi
475000.00,205,4,0_5,Non Central,Sultangazi
475000.00,177,4,0_5,Non Central,Bagcilar
475000.00,175,4,0_5,Central,Kagithane
475000.00,170,4,0_5,Non Central,Atasehir
475000.00,170,4,0_5,Non Central,Avcilar
475000.00,155,4,0_5,Non Central,Atasehir
475000.00,150,4,0_5,Non Central,Atasehir
475000.00,160,4,0_5,Non Central,Uskudar
475000.00,160,4,0_5,Non Central,Uskudar
475000.00,160,4,0_5,Non Central,Uskudar
470000.00,230,4,0_5,Non Central,Sultangazi
470000.00,230,4,0_5,Non Central,Sultangazi
470000.00,220,4,0_5,Non Central,Arnavutkoy
470000.00,200,4,0_5,Non Central,Gaziosmanpasa
470000.00,190,4,0_5,Non Central,Eyupsultan
470000.00,190,4,0_5,Non Central,Sultangazi
470000.00,185,4,0_5,Non Central,Sultangazi
470000.00,185,4,0_5,Non Central,Sultangazi
470000.00,175,4,0_5,Non Central,Sultangazi
470000.00,160,4,0_5,Non Central,Bahcelievler
470000.00,160,4,0_5,Non Central,Eyupsultan
470000.00,145,4,0_5,Non Central,Maltepe
470000.00,165,4,0_5,Non Central,Uskudar
470000.00,165,4,0_5,Non Central,Uskudar
469500.00,180,4,0_5,Non Central,Gungoren
468000.00,200,4,0_5,Non Central,Sultangazi
467000.00,200,4,0_5,Non Central,Cekmekoy
465000.00,250,4,0_5,Non Central,Silivri
465000.00,245,4,0_5,Non Central,Kucukcekmece
465000.00,200,4,0_5,Non Central,Kucukcekmece
465000.00,190,4,0_5,Non Central,Kucukcekmece
465000.00,190,4,0_5,Non Central,Kucukcekmece
465000.00,180,4,0_5,Non Central,Cekmekoy
465000.00,170,4,0_5,Non Central,Sultangazi
465000.00,160,4,0_5,Non Central,Kagithane
465000.00,145,4,0_5,Non Central,Bahcelievler
465000.00,135,4,0_5,Non Central,Tuzla
460000.00,220,4,0_5,Non Central,Beylikduzu
460000.00,210,4,0_5,Non Central,Bahcelievler
460000.00,200,4,0_5,Non Central,Cekmekoy
460000.00,200,4,0_5,Non Central,Cekmekoy
460000.00,194,4,0_5,Central,Basaksehir
460000.00,185,4,0_5,Non Central,Sultangazi
460000.00,180,4,0_5,Non Central,Sultangazi
460000.00,165,4,0_5,Non Central,Beylikduzu
460000.00,160,4,0_5,Non Central,Cekmekoy
460000.00,150,4,0_5,Non Central,Sisli
455000.00,190,4,0_5,Non Central,Sultangazi
455000.00,180,4,0_5,Non Central,Sultangazi
455000.00,170,4,0_5,Non Central,Kagithane
455000.00,150,4,0_5,Non Central,Bahcelievler
455000.00,140,4,0_5,Non Central,Tuzla
450000.00,250,4,0_5,Non Central,Bahcelievler
450000.00,230,4,0_5,Non Central,Sultangazi
450000.00,220,4,0_5,Non Central,Kadikoy
450000.00,215,4,0_5,Central,Basaksehir
450000.00,210,4,0_5,Non Central,Gaziosmanpasa
450000.00,205,4,0_5,Non Central,Sultangazi
450000.00,202,4,0_5,Central,Basaksehir
450000.00,200,4,0_5,Non Central,Arnavutkoy
450000.00,200,4,0_5,Non Central,Avcilar
450000.00,200,4,0_5,Non Central,Bagcilar
450000.00,200,4,0_5,Non Central,Sancaktepe
450000.00,200,4,0_5,Non Central,Sisli
450000.00,200,4,0_5,Non Central,Sultangazi
450000.00,195,4,0_5,Non Central,Cekmekoy
450000.00,195,4,0_5,Non Central,Gaziosmanpasa
450000.00,190,4,0_5,Non Central,Arnavutkoy
450000.00,185,4,0_5,Central,Silivri
450000.00,180,4,0_5,Non Central,Gaziosmanpasa
450000.00,180,4,0_5,Non Central,Kucukcekmece
450000.00,180,4,0_5,Non Central,Sultangazi
450000.00,172,4,0_5,Central,Basaksehir
450000.00,170,4,0_5,Non Central,Bagcilar
450000.00,170,4,0_5,Non Central,Cekmekoy
450000.00,170,4,0_5,Non Central,Gaziosmanpasa
450000.00,170,4,0_5,Non Central,Gaziosmanpasa
450000.00,170,4,0_5,Non Central,Gaziosmanpasa
450000.00,170,4,0_5,Central,Kucukcekmece
450000.00,170,4,0_5,Non Central,Pendik
450000.00,165,4,0_5,Non Central,Kucukcekmece
450000.00,161,4,0_5,Non Central,Bagcilar
450000.00,160,4,0_5,Non Central,Bagcilar
450000.00,160,4,0_5,Non Central,Bahcelievler
450000.00,160,4,0_5,Non Central,Bahcelievler
450000.00,160,4,0_5,Non Central,Bahcelievler
450000.00,160,4,0_5,Non Central,Buyukcekmece
450000.00,160,4,0_5,Non Central,Kagithane
450000.00,160,4,0_5,Non Central,Kucukcekmece
450000.00,160,4,0_5,Non Central,Kucukcekmece
450000.00,155,4,0_5,Non Central,Kucukcekmece
450000.00,150,4,0_5,Non Central,Bahcelievler
450000.00,145,4,0_5,Non Central,Bahcelievler
450000.00,145,4,0_5,Non Central,Bahcelievler
450000.00,145,4,0_5,Non Central,Bahcelievler
450000.00,145,4,0_5,Non Central,Maltepe
450000.00,130,4,0_5,Non Central,Sancaktepe
449000.00,200,4,0_5,Non Central,Sultangazi
447000.00,160,4,0_5,Non Central,Pendik
445000.00,197,4,0_5,Non Central,Silivri
445000.00,185,4,0_5,Non Central,Arnavutkoy
445000.00,180,4,0_5,Non Central,Sultangazi
444000.00,200,4,0_5,Non Central,Sultangazi
444000.00,165,4,0_5,Non Central,Kartal
444000.00,165,4,0_5,Non Central,Kartal
440000.00,210,4,0_5,Non Central,Gaziosmanpasa
440000.00,206,4,0_5,Central,Basaksehir
440000.00,201,4,0_5,Central,Basaksehir
440000.00,200,4,0_5,Non Central,Kucukcekmece
440000.00,190,4,0_5,Non Central,Sultangazi
440000.00,190,4,0_5,Non Central,Sultangazi
440000.00,190,4,0_5,Non Central,Sultangazi
440000.00,180,4,0_5,Non Central,Eyupsultan
440000.00,180,4,0_5,Non Central,Kagithane
440000.00,180,4,0_5,Non Central,Sancaktepe
440000.00,170,4,0_5,Non Central,Gaziosmanpasa
440000.00,160,4,0_5,Non Central,Gungoren
440000.00,160,4,0_5,Non Central,Sancaktepe
440000.00,160,4,0_5,Non Central,Sultanbeyli
440000.00,150,4,0_5,Non Central,Maltepe
439000.00,240,4,0_5,Non Central,Beylikduzu
439000.00,210,4,0_5,Non Central,Sultangazi
438000.00,175,4,0_5,Non Central,Bagcilar
435000.00,310,4,0_5,Non Central,Esenyurt
435000.00,200,4,0_5,Non Central,Arnavutkoy
435000.00,200,4,0_5,Non Central,Catalca
435000.00,200,4,0_5,Non Central,Catalca
435000.00,200,4,0_5,Non Central,Gaziosmanpasa
435000.00,200,4,0_5,Non Central,Sultangazi
435000.00,200,4,0_5,Non Central,Sultangazi
435000.00,197,4,0_5,Non Central,Silivri
435000.00,188,4,0_5,Non Central,Sultangazi
435000.00,185,4,0_5,Non Central,Kucukcekmece
435000.00,185,4,0_5,Non Central,Kucukcekmece
435000.00,160,4,0_5,Non Central,Kagithane
435000.00,160,4,0_5,Non Central,Sultangazi
435000.00,130,4,0_5,Non Central,Eyupsultan
434000.00,180,4,0_5,Non Central,Sultangazi
430000.00,190,4,0_5,Non Central,Arnavutkoy
430000.00,190,4,0_5,Non Central,Kucukcekmece
430000.00,190,4,0_5,Non Central,Sultangazi
430000.00,175,4,0_5,Central,Kucukcekmece
430000.00,170,4,0_5,Non Central,Bahcelievler
430000.00,170,4,0_5,Non Central,Bahcelievler
430000.00,170,4,0_5,Non Central,Sultangazi
430000.00,160,4,0_5,Non Central,Bahcelievler
430000.00,160,4,0_5,Non Central,Bahcelievler
430000.00,160,4,0_5,Non Central,Eyupsultan
430000.00,160,4,0_5,Non Central,Sultangazi
430000.00,155,4,0_5,Non Central,Kucukcekmece
430000.00,155,4,0_5,Non Central,Kucukcekmece
430000.00,150,4,0_5,Non Central,Sancaktepe
430000.00,140,4,0_5,Non Central,Cekmekoy
430000.00,120,4,0_5,Non Central,Kucukcekmece
425000.00,195,4,0_5,Non Central,Eyupsultan
425000.00,190,4,0_5,Non Central,Avcilar
425000.00,180,4,0_5,Non Central,Kucukcekmece
425000.00,180,4,0_5,Non Central,Kucukcekmece
425000.00,175,4,0_5,Central,Eyupsultan
425000.00,170,4,0_5,Non Central,Kagithane
425000.00,170,4,0_5,Non Central,Sancaktepe
425000.00,165,4,0_5,Non Central,Sultangazi
425000.00,151,4,0_5,Non Central,Maltepe
425000.00,145,4,0_5,Non Central,Cekmekoy
420000.00,225,4,0_5,Non Central,Arnavutkoy
420000.00,210,4,0_5,Non Central,Basaksehir
420000.00,210,4,0_5,Non Central,Sultangazi
420000.00,200,4,0_5,Central,Sultangazi
420000.00,200,4,0_5,Non Central,Sultangazi
420000.00,200,4,0_5,Non Central,Sultangazi
420000.00,190,4,0_5,Non Central,Avcilar
420000.00,190,4,0_5,Non Central,Gaziosmanpasa
420000.00,185,4,0_5,Non Central,Sultangazi
420000.00,180,4,0_5,Non Central,Avcilar
420000.00,180,4,0_5,Non Central,Pendik
420000.00,180,4,0_5,Non Central,Pendik
420000.00,175,4,0_5,Non Central,Kucukcekmece
420000.00,175,4,0_5,Non Central,Kucukcekmece
420000.00,170,4,0_5,Non Central,Arnavutkoy
420000.00,170,4,0_5,Non Central,Avcilar
420000.00,170,4,0_5,Non Central,Bahcelievler
420000.00,170,4,0_5,Non Central,Kucukcekmece
420000.00,170,4,0_5,Non Central,Kucukcekmece
420000.00,150,4,0_5,Non Central,Cekmekoy
420000.00,150,4,0_5,Non Central,Sultanbeyli
420000.00,125,4,0_5,Non Central,Kagithane
419000.00,170,4,0_5,Non Central,Kucukcekmece
417500.00,190,4,0_5,Non Central,Beylikduzu
415000.00,200,4,0_5,Non Central,Sultangazi
415000.00,190,4,0_5,Non Central,Sultangazi
415000.00,180,4,0_5,Non Central,Pendik
415000.00,180,4,0_5,Non Central,Sancaktepe
415000.00,180,4,0_5,Non Central,Sancaktepe
415000.00,175,4,0_5,Non Central,Atasehir
415000.00,175,4,0_5,Non Central,Maltepe
415000.00,170,4,0_5,Non Central,Sultangazi
415000.00,155,4,0_5,Non Central,Kucukcekmece
415000.00,150,4,0_5,Non Central,Sultangazi
415000.00,142,4,0_5,Non Central,Tuzla
415000.00,140,4,0_5,Non Central,Eyupsultan
415000.00,127,4,0_5,Non Central,Silivri
414000.00,200,4,0_5,Non Central,Sultangazi
410000.00,225,4,0_5,Non Central,Sultanbeyli
410000.00,210,4,0_5,Non Central,Sultangazi
410000.00,200,4,0_5,Non Central,Eyupsultan
410000.00,190,4,0_5,Non Central,Sultangazi
410000.00,185,4,0_5,Non Central,Sultangazi
410000.00,180,4,0_5,Non Central,Kucukcekmece
410000.00,180,4,0_5,Non Central,Sultangazi
410000.00,180,4,0_5,Non Central,Sultangazi
410000.00,170,4,0_5,Non Central,Arnavutkoy
410000.00,170,4,0_5,Non Central,Sancaktepe
410000.00,170,4,0_5,Non Central,Sancaktepe
409000.00,220,4,0_5,Non Central,Sultangazi
408000.00,220,4,0_5,Non Central,Sultangazi
405000.00,200,4,0_5,Non Central,Esenyurt
405000.00,190,4,0_5,Non Central,Sultangazi
405000.00,180,4,0_5,Non Central,Sultangazi
405000.00,165,4,0_5,Non Central,Beylikduzu
405000.00,150,4,0_5,Central,Sancaktepe
404500.00,220,4,0_5,Non Central,Cekmekoy
404000.00,250,4,0_5,Non Central,Esenyurt
400000.00,220,4,0_5,Non Central,Esenyurt
400000.00,206,4,0_5,Central,Basaksehir
400000.00,195,4,0_5,Non Central,Arnavutkoy
400000.00,190,4,0_5,Non Central,Sancaktepe
400000.00,180,4,0_5,Non Central,Cekmekoy
400000.00,165,4,0_5,Non Central,Kucukcekmece
400000.00,160,4,0_5,Non Central,Sancaktepe
399000.00,135,4,0_5,Non Central,Sultangazi
397000.00,210,4,0_5,Non Central,Eyupsultan
395000.00,250,4,0_5,Non Central,Beylikduzu
395000.00,200,4,0_5,Non Central,Sultangazi
395000.00,200,4,0_5,Non Central,Sultangazi
395000.00,190,4,0_5,Non Central,Sultangazi
395000.00,190,4,0_5,Non Central,Sultangazi
395000.00,180,4,0_5,Non Central,Sultangazi
395000.00,175,4,0_5,Non Central,Sultangazi
395000.00,160,4,0_5,Non Central,Sancaktepe
395000.00,155,4,0_5,Non Central,Kagithane
395000.00,125,4,0_5,Non Central,Eyupsultan
392000.00,170,4,0_5,Non Central,Avcilar
390000.00,200,4,0_5,Non Central,Arnavutkoy
390000.00,190,4,0_5,Non Central,Sultangazi
390000.00,185,4,0_5,Non Central,Sultangazi
390000.00,180,4,0_5,Non Central,Buyukcekmece
390000.00,180,4,0_5,Non Central,Sultangazi
390000.00,165,4,0_5,Non Central,Pendik
390000.00,160,4,0_5,Non Central,Arnavutkoy
390000.00,160,4,0_5,Non Central,Kartal
390000.00,160,4,0_5,Non Central,Sancaktepe
390000.00,95,4,0_5,Non Central,Beykoz
389000.00,200,4,0_5,Non Central,Kucukcekmece
386000.00,180,4,0_5,Central,Sultangazi
385000.00,220,4,0_5,Non Central,Sultangazi
385000.00,210,4,0_5,Non Central,Sultangazi
385000.00,200,4,0_5,Non Central,Arnavutkoy
385000.00,200,4,0_5,Non Central,Sultangazi
385000.00,195,4,0_5,Non Central,Esenyurt
385000.00,190,4,0_5,Non Central,Cekmekoy
385000.00,190,4,0_5,Non Central,Cekmekoy
385000.00,190,4,0_5,Non Central,Cekmekoy
385000.00,190,4,0_5,Non Central,Cekmekoy
385000.00,190,4,0_5,Non Central,Sultangazi
385000.00,185,4,0_5,Central,Silivri
385000.00,180,4,0_5,Non Central,Sultangazi
385000.00,180,4,0_5,Central,Sultangazi
385000.00,175,4,0_5,Non Central,Sultangazi
385000.00,170,4,0_5,Non Central,Cekmekoy
385000.00,170,4,0_5,Non Central,Cekmekoy
385000.00,170,4,0_5,Non Central,Pendik
385000.00,170,4,0_5,Non Central,Sancaktepe
385000.00,160,4,0_5,Non Central,Cekmekoy
385000.00,145,4,0_5,Non Central,Cekmekoy
385000.00,140,4,0_5,Non Central,Gaziosmanpasa
384000.00,170,4,0_5,Non Central,Bagcilar
382000.00,160,4,0_5,Non Central,Pendik
382000.00,160,4,0_5,Non Central,Pendik
380000.00,190,4,0_5,Non Central,Arnavutkoy
380000.00,185,4,0_5,Non Central,Sultangazi
380000.00,180,4,0_5,Non Central,Esenyurt
380000.00,180,4,0_5,Non Central,Gaziosmanpasa
380000.00,180,4,0_5,Non Central,Sancaktepe
380000.00,170,4,0_5,Non Central,Sultangazi
380000.00,160,4,0_5,Non Central,Kartal
380000.00,160,4,0_5,Non Central,Sancaktepe
380000.00,140,4,0_5,Non Central,Sisli
380000.00,122,4,0_5,Central,Kagithane
379000.00,200,4,0_5,Non Central,Esenyurt
379000.00,170,4,0_5,Non Central,Pendik
375500.00,180,4,0_5,Non Central,Cekmekoy
375000.00,220,4,0_5,Non Central,Arnavutkoy
375000.00,200,4,0_5,Non Central,Arnavutkoy
375000.00,200,4,0_5,Non Central,Sultangazi
375000.00,200,4,0_5,Non Central,Sultangazi
375000.00,195,4,0_5,Non Central,Esenyurt
375000.00,190,4,0_5,Non Central,Arnavutkoy
375000.00,185,4,0_5,Non Central,Eyupsultan
375000.00,180,4,0_5,Non Central,Sultanbeyli
375000.00,180,4,0_5,Non Central,Sultanbeyli
375000.00,180,4,0_5,Non Central,Sultangazi
375000.00,175,4,0_5,Non Central,Sultanbeyli
375000.00,165,4,0_5,Non Central,Sultangazi
375000.00,160,4,0_5,Non Central,Basaksehir
375000.00,160,4,0_5,Non Central,Sultangazi
370000.00,350,4,0_5,Non Central,Esenyurt
370000.00,220,4,0_5,Non Central,Arnavutkoy
370000.00,200,4,0_5,Non Central,Arnavutkoy
370000.00,200,4,0_5,Non Central,Arnavutkoy
370000.00,180,4,0_5,Non Central,Arnavutkoy
370000.00,180,4,0_5,Non Central,Sancaktepe
370000.00,170,4,0_5,Non Central,Cekmekoy
370000.00,170,4,0_5,Non Central,Kagithane
370000.00,170,4,0_5,Non Central,Sancaktepe
370000.00,160,4,0_5,Non Central,Sancaktepe
370000.00,160,4,0_5,Non Central,Sancaktepe
370000.00,150,4,0_5,Non Central,Sancaktepe
369000.00,230,4,0_5,Non Central,Sultangazi
369000.00,230,4,0_5,Non Central,Sultangazi
369000.00,220,4,0_5,Non Central,Esenyurt
369000.00,180,4,0_5,Non Central,Sultangazi
369000.00,160,4,0_5,Non Central,Beylikduzu
365000.00,230,4,0_5,Non Central,Sultangazi
365000.00,218,4,0_5,Non Central,Arnavutkoy
365000.00,200,4,0_5,Non Central,Esenyurt
365000.00,180,4,0_5,Non Central,Sultangazi
365000.00,175,4,0_5,Non Central,Kucukcekmece
365000.00,175,4,0_5,Non Central,Kucukcekmece
365000.00,150,4,0_5,Non Central,Kucukcekmece
365000.00,140,4,0_5,Non Central,Sultanbeyli
360000.00,210,4,0_5,Non Central,Arnavutkoy
360000.00,180,4,0_5,Non Central,Sancaktepe
360000.00,170,4,0_5,Non Central,Eyupsultan
360000.00,160,4,0_5,Non Central,Bahcelievler
360000.00,160,4,0_5,Non Central,Sancaktepe
360000.00,160,4,0_5,Non Central,Sancaktepe
360000.00,160,4,0_5,Non Central,Sancaktepe
360000.00,155,4,0_5,Non Central,Sancaktepe
359500.00,230,4,0_5,Non Central,Kucukcekmece
358000.00,170,4,0_5,Non Central,Sancaktepe
355000.00,187,4,0_5,Non Central,Pendik
354000.00,210,4,0_5,Non Central,Sultangazi
354000.00,165,4,0_5,Non Central,Cekmekoy
353000.00,170,4,0_5,Non Central,Bahcelievler
353000.00,170,4,0_5,Non Central,Bahcelievler
353000.00,170,4,0_5,Non Central,Sancaktepe
350000.00,260,4,0_5,Non Central,Esenyurt
350000.00,220,4,0_5,Non Central,Basaksehir
350000.00,200,4,0_5,Non Central,Sultangazi
350000.00,195,4,0_5,Non Central,Arnavutkoy
350000.00,180,4,0_5,Non Central,Sultanbeyli
350000.00,175,4,0_5,Non Central,Tuzla
350000.00,171,4,0_5,Non Central,Sultangazi
350000.00,170,4,0_5,Non Central,Arnavutkoy
350000.00,170,4,0_5,Non Central,Eyupsultan
350000.00,170,4,0_5,Non Central,Sancaktepe
350000.00,165,4,0_5,Non Central,Kucukcekmece
350000.00,165,4,0_5,Non Central,Kucukcekmece
350000.00,160,4,0_5,Non Central,Basaksehir
350000.00,160,4,0_5,Non Central,Sultanbeyli
350000.00,160,4,0_5,Central,Sultangazi
350000.00,160,4,0_5,Non Central,Sultangazi
350000.00,160,4,0_5,Non Central,Sultangazi
350000.00,150,4,0_5,Non Central,Sancaktepe
350000.00,150,4,0_5,Non Central,Sancaktepe
350000.00,140,4,0_5,Non Central,Sancaktepe
350000.00,130,4,0_5,Non Central,Sancaktepe
